timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1539618007.637,63.965,12.695,26.367,39.551,-19.531,0
1539618007.641,69.824,16.113,32.227,51.758,12.207,0
1539618007.645,110.840,41.504,19.043,101.562,22.461,0
1539618007.649,67.871,39.062,16.113,103.027,16.602,0
1539618007.653,66.406,36.133,20.508,96.191,49.316,0
1539618007.657,91.309,47.852,16.602,90.332,47.852,0
1539618007.661,69.336,37.109,22.949,54.199,97.168,0
1539618007.665,121.094,17.578,12.207,107.422,54.688,0
1539618007.669,76.172,29.297,12.695,106.445,34.668,0
1539618007.673,43.457,35.156,13.184,64.941,63.477,0
1539618007.676,131.348,23.926,17.090,97.168,-16.602,0
1539618007.680,104.980,23.926,24.414,103.027,-23.438,2
1539618007.684,75.684,40.039,20.020,100.098,-8.301,0
1539618007.688,90.820,56.152,10.254,60.547,-6.348,0
1539618007.692,62.988,51.758,26.367,52.734,43.457,0
1539618007.696,69.336,52.734,27.832,82.520,20.020,0
1539618007.700,94.238,35.645,7.812,81.543,-22.461,0
1539618007.704,121.094,23.438,28.320,121.582,12.207,0
1539618007.708,104.004,22.461,35.156,108.398,24.414,0
1539618007.712,95.215,37.598,20.996,84.961,50.781,0
1539618007.716,99.609,45.410,21.484,96.191,105.957,0
1539618007.719,110.840,54.688,16.602,97.168,65.430,0
1539618007.723,97.168,53.223,19.043,74.219,11.719,0
1539618007.727,71.289,39.062,25.391,75.195,0.000,0
1539618007.731,76.660,45.898,35.645,66.895,17.090,0
1539618007.735,62.012,42.480,32.227,67.383,30.273,0
1539618007.739,35.645,55.176,21.484,64.453,26.855,0
1539618007.743,55.176,53.711,19.531,80.566,38.086,0
1539618007.747,93.262,39.062,26.855,74.219,41.504,0
1539618007.751,83.008,44.922,22.461,48.828,65.430,0
1539618007.755,78.125,43.457,28.809,85.938,79.102,0
1539618007.758,62.012,48.828,39.062,77.148,-11.719,0
1539618007.762,50.781,51.758,20.508,63.965,35.156,0
1539618007.766,48.828,43.945,25.879,58.594,90.820,0
1539618007.770,59.082,45.898,40.039,68.359,42.969,0
1539618007.774,66.895,60.547,20.996,69.336,56.641,0
1539618007.778,58.105,60.059,25.879,54.199,-21.484,0
1539618007.782,48.340,48.340,30.273,67.871,-16.602,0
1539618007.786,45.410,44.434,22.461,39.062,59.082,0
1539618007.790,58.594,50.781,21.484,27.832,23.926,0
1539618007.794,73.242,46.387,34.180,62.012,21.973,0
1539618007.798,60.059,56.152,24.902,42.969,-18.555,0
1539618007.801,42.480,60.059,29.297,31.250,0.488,0
1539618007.805,47.852,46.875,37.598,55.664,48.828,0
1539618007.809,39.062,49.805,26.855,62.012,20.996,0
1539618007.813,27.832,48.340,27.832,52.246,-13.184,0
1539618007.817,20.996,48.340,32.227,41.504,51.270,0
1539618007.821,25.391,53.711,43.945,36.621,49.316,0
1539618007.825,41.504,50.781,50.781,61.035,49.805,0
1539618007.829,33.203,44.922,50.293,55.664,86.914,0
1539618007.833,27.832,44.434,40.039,53.711,89.355,0
1539618007.837,60.059,56.152,32.715,75.684,125.488,0
1539618007.841,58.594,51.758,28.320,54.688,69.824,0
1539618007.844,44.922,45.898,19.043,49.316,-19.043,0
1539618007.848,32.227,51.270,30.273,34.668,-12.207,0
1539618007.852,45.410,57.129,47.852,38.086,-15.625,0
1539618007.856,43.457,57.129,37.598,54.199,1.465,0
1539618007.860,34.668,56.641,33.691,46.387,44.922,0
1539618007.864,62.012,58.594,34.180,41.504,25.879,0
1539618007.868,48.340,56.641,41.992,20.020,22.949,0
1539618007.872,60.547,54.199,40.527,28.809,16.113,0
1539618007.876,50.293,54.199,38.086,49.316,39.551,0
1539618007.880,21.484,56.152,39.551,30.273,81.055,0
1539618007.883,41.504,48.828,40.527,36.133,41.504,0
1539618007.887,45.898,50.293,41.504,61.035,58.594,0
1539618007.891,20.508,52.734,37.109,48.828,14.160,0
1539618007.895,36.133,49.316,43.945,44.434,-41.504,0
1539618007.899,20.020,52.734,41.992,48.340,76.172,0
1539618007.903,0.000,51.270,40.527,39.062,117.188,0
1539618007.907,39.062,45.410,40.039,39.062,64.941,0
1539618007.911,36.621,45.410,26.367,46.387,61.523,0
1539618007.915,20.996,38.574,37.109,46.875,57.617,0
1539618007.919,17.578,41.992,41.504,49.316,60.547,0
1539618007.923,37.109,44.922,30.762,71.777,20.996,0
1539618007.926,53.711,42.480,32.227,62.500,10.254,0
1539618007.930,47.363,42.969,32.715,47.852,67.871,0
1539618007.934,56.152,45.898,36.621,51.270,91.797,0
1539618007.938,49.316,42.480,40.039,48.828,79.102,0
1539618007.942,48.340,45.898,40.039,46.387,50.293,0
1539618007.946,60.059,47.852,28.320,54.199,29.297,0
1539618007.950,44.922,45.898,33.203,65.918,25.879,0
1539618007.954,38.574,44.922,39.551,53.223,9.766,0
1539618007.958,43.457,50.293,34.180,47.363,3.906,0
1539618007.962,38.574,54.199,36.621,48.828,23.438,0
1539618007.966,36.133,42.480,39.062,43.945,-1.465,0
1539618007.969,34.180,44.434,37.598,49.316,-14.648,0
1539618007.973,34.668,44.922,38.574,50.293,56.641,0
1539618007.977,27.832,41.992,39.062,43.945,112.793,0
1539618007.981,30.273,44.434,33.203,43.945,71.777,0
1539618007.985,20.020,43.945,38.086,40.527,74.707,0
1539618007.989,15.137,36.621,41.992,38.086,92.773,0
1539618007.993,31.250,39.062,39.551,36.621,37.109,0
1539618007.997,19.531,45.898,31.250,19.043,20.020,0
1539618008.001,9.766,44.922,30.273,10.254,40.039,0
1539618008.005,6.836,49.316,28.320,10.742,68.848,0
1539618008.008,8.789,47.852,28.809,5.371,62.988,0
1539618008.012,14.648,34.668,43.457,12.695,44.434,0
1539618008.016,-4.883,40.527,41.504,-1.465,50.293,0
1539618008.020,1.465,43.457,36.133,-16.602,113.281,0
1539618008.024,-12.695,41.992,30.762,-19.531,79.590,0
1539618008.028,-44.434,49.805,27.344,-35.645,5.859,0
1539618008.032,-33.691,50.781,39.551,-35.156,64.453,0
1539618008.036,-38.574,51.270,45.410,-39.062,56.641,0
1539618008.040,-60.059,52.734,49.316,-52.246,20.508,0
1539618008.044,-79.590,44.922,46.387,-68.359,46.875,0
1539618008.048,-83.984,41.504,25.879,-88.867,20.996,0
1539618008.051,-76.660,43.457,16.113,-86.426,13.672,0
1539618008.055,-83.008,41.992,28.809,-74.219,45.410,0
1539618008.059,-73.730,44.922,38.574,-69.336,93.750,0
1539618008.063,-61.035,49.316,39.551,-67.871,100.586,0
1539618008.067,-51.758,50.293,40.527,-59.570,16.602,0
1539618008.071,-50.293,48.828,41.992,-47.852,20.508,0
1539618008.075,-34.668,43.457,44.922,-36.133,11.230,0
1539618008.079,-25.391,40.039,40.039,-38.086,87.402,0
1539618008.083,-23.438,45.898,36.621,-42.969,138.672,0
1539618008.087,-20.508,52.246,36.621,-41.992,68.359,0
1539618008.091,-14.160,56.641,32.715,-26.367,49.316,0
1539618008.094,-8.789,52.246,35.645,-25.391,45.898,0
1539618008.098,-8.301,48.828,39.062,-20.996,25.879,0
1539618008.102,-10.254,50.781,41.992,-20.996,7.812,0
1539618008.106,-15.625,49.805,39.062,-23.438,45.410,0
1539618008.110,-8.301,46.875,40.039,-16.602,53.711,0
1539618008.114,4.395,49.805,38.086,-28.320,103.516,0
1539618008.118,-4.395,48.340,42.480,-20.996,55.176,0
1539618008.122,-9.277,58.594,44.922,-9.766,-13.672,0
1539618008.126,11.230,57.617,39.551,-6.348,12.207,0
1539618008.130,6.836,42.969,41.016,1.465,20.020,0
1539618008.133,2.441,41.016,45.410,3.418,28.809,0
1539618008.137,17.578,44.434,40.527,0.000,0.977,0
1539618008.141,20.996,44.434,35.645,13.184,-9.277,0
1539618008.145,12.695,47.852,36.621,24.902,-37.598,0
1539618008.149,14.648,47.852,38.574,17.578,-3.418,0
1539618008.153,11.719,45.410,35.645,5.859,7.324,0
1539618008.157,17.090,45.898,36.133,15.137,-0.488,0
1539618008.161,20.996,43.457,39.062,17.090,21.484,0
1539618008.165,23.438,47.363,36.133,11.230,29.785,0
1539618008.169,18.066,47.363,37.598,15.137,-12.207,0
1539618008.173,16.113,45.898,39.551,20.508,8.789,0
1539618008.176,23.926,47.852,37.598,19.043,65.918,0
1539618008.180,20.020,50.781,33.691,24.902,47.363,0
1539618008.184,31.250,48.340,33.691,26.855,-16.113,0
1539618008.188,32.715,42.969,41.504,24.902,-5.859,0
1539618008.192,11.719,45.898,40.039,9.277,1.465,0
1539618008.196,13.184,57.129,27.344,21.484,-33.203,0
1539618008.200,41.992,50.293,29.785,43.457,43.945,0
1539618008.204,43.457,44.922,28.809,36.621,50.781,0
1539618008.208,30.273,43.457,25.879,46.387,-3.906,0
1539618008.212,38.574,51.758,26.855,46.875,-10.254,0
1539618008.216,19.531,56.152,31.738,20.020,38.574,0
1539618008.219,30.762,48.340,36.621,8.301,52.246,0
1539618008.223,61.523,56.641,34.668,24.414,33.691,0
1539618008.227,47.363,46.387,45.898,33.203,58.594,0
1539618008.231,34.668,34.668,38.574,30.762,33.203,0
1539618008.235,29.785,48.340,42.969,33.691,24.414,0
1539618008.239,24.414,50.293,40.039,32.715,72.266,0
1539618008.243,9.277,41.016,36.133,15.625,43.945,0
1539618008.247,19.531,53.223,25.879,15.137,13.184,0
1539618008.251,23.438,48.828,18.555,29.785,3.418,0
1539618008.255,0.000,48.828,31.738,11.719,3.906,0
1539618008.258,30.762,53.711,28.320,12.695,49.316,0
1539618008.262,4.883,63.965,22.461,4.883,56.641,0
1539618008.266,-21.973,54.199,41.992,-18.066,36.621,0
1539618008.270,14.648,40.527,37.109,-4.883,-2.441,0
1539618008.274,41.504,47.363,13.184,13.672,37.109,0
1539618008.278,17.578,50.781,24.902,-5.371,64.941,0
1539618008.282,28.320,43.945,35.156,-3.418,31.738,0
1539618008.286,56.152,48.340,39.062,45.898,27.344,0
1539618008.290,14.160,54.688,61.523,20.020,-13.672,0
1539618008.294,67.871,23.438,59.570,42.480,-41.992,0
1539618008.298,57.617,39.551,37.598,52.246,33.203,0
1539618008.301,30.273,57.129,44.922,27.344,81.055,0
1539618008.305,41.016,45.410,38.086,39.551,16.602,0
1539618008.309,30.273,51.270,32.227,11.719,26.367,0
1539618008.313,57.617,49.805,36.133,28.320,48.340,0
1539618008.317,75.195,34.668,31.250,56.152,12.207,0
1539618008.321,71.289,25.879,42.480,35.156,40.527,0
1539618008.325,54.199,44.922,31.738,21.973,64.941,0
1539618008.329,75.195,36.133,25.879,51.270,16.113,0
1539618008.333,104.492,29.297,34.180,54.199,5.371,0
1539618008.337,87.402,35.645,29.297,58.594,20.020,0
1539618008.341,78.125,23.438,25.879,75.195,0.488,0
1539618008.344,80.566,32.715,32.227,62.012,-0.977,0
1539618008.348,62.988,37.598,40.039,48.828,-16.113,0
1539618008.352,58.594,41.504,37.598,53.711,-6.836,0
1539618008.356,57.617,35.645,31.738,55.176,2.441,0
1539618008.360,57.617,42.969,29.297,50.781,50.781,0
1539618008.364,61.523,45.410,28.320,61.035,92.285,0
1539618008.368,50.781,29.297,31.250,50.781,21.484,0
1539618008.372,44.434,35.156,34.668,37.598,-24.414,0
1539618008.376,48.828,30.762,34.180,37.109,-12.207,0
1539618008.380,50.781,26.855,34.180,48.828,10.742,0
1539618008.383,48.828,32.715,31.738,52.734,39.062,0
1539618008.387,43.945,34.668,26.855,42.480,66.406,0
1539618008.391,53.223,35.156,27.344,40.039,30.762,0
1539618008.395,72.266,33.691,30.762,56.641,-6.348,0
1539618008.399,72.754,35.645,32.715,62.012,26.855,0
1539618008.403,58.594,43.945,34.180,42.480,42.480,0
1539618008.407,53.711,44.434,37.598,30.273,40.039,0
1539618008.411,58.594,50.293,28.809,37.109,0.977,0
1539618008.415,58.594,52.734,29.297,41.504,-25.879,0
1539618008.419,60.547,51.758,29.297,33.203,41.504,0
1539618008.423,54.688,53.711,23.438,31.738,68.359,0
1539618008.426,47.363,51.270,26.855,36.621,10.742,0
1539618008.430,57.129,48.828,34.180,36.621,-19.531,0
1539618008.434,47.363,51.758,31.250,25.879,21.484,0
1539618008.438,33.203,48.340,28.320,26.367,71.289,0
1539618008.442,47.852,44.434,32.715,30.273,59.570,0
1539618008.446,52.246,51.270,27.832,33.203,44.434,0
1539618008.450,35.156,49.316,27.344,30.762,81.543,0
1539618008.454,38.086,46.387,33.203,24.414,52.734,0
1539618008.458,58.105,50.293,26.367,32.715,22.949,0
1539618008.462,64.453,51.758,30.762,48.340,79.102,0
1539618008.466,62.012,48.340,33.203,37.598,58.594,0
1539618008.469,58.594,47.852,25.879,24.414,-17.090,0
1539618008.473,61.035,50.293,36.133,45.898,-16.113,0
1539618008.477,55.664,49.805,37.598,45.898,54.199,0
1539618008.481,46.875,51.758,38.574,39.551,23.438,0
1539618008.485,41.016,51.758,41.504,38.574,3.418,0
1539618008.489,31.250,47.363,42.969,41.016,-1.465,0
1539618008.493,33.691,47.363,41.504,41.504,-7.812,0
1539618008.497,43.945,47.852,41.504,40.039,41.016,0
1539618008.501,50.293,49.805,43.457,36.133,58.105,0
1539618008.505,51.758,47.852,42.480,20.996,67.871,0
1539618008.508,41.016,44.922,40.039,6.836,50.781,0
1539618008.512,46.875,50.293,34.180,23.926,64.453,0
1539618008.516,39.551,50.781,31.250,41.992,40.039,0
1539618008.520,37.598,45.410,30.762,26.855,19.043,0
1539618008.524,48.828,50.781,30.273,33.203,52.246,0
1539618008.528,52.734,53.223,30.273,51.270,40.039,0
1539618008.532,51.270,44.922,24.902,32.715,0.977,0
1539618008.536,43.945,40.527,31.738,27.832,46.387,0
1539618008.540,30.762,43.945,36.133,22.949,35.645,0
1539618008.544,23.438,47.363,28.320,14.160,17.578,0
1539618008.548,31.738,43.945,32.227,26.367,18.066,0
1539618008.551,42.969,42.969,29.297,17.578,2.441,0
1539618008.555,31.250,50.293,21.973,3.418,-10.742,0
1539618008.559,21.973,48.828,28.809,14.648,-16.602,0
1539618008.563,23.438,45.898,38.574,29.297,20.996,0
1539618008.567,23.438,47.852,39.062,23.438,60.547,0
1539618008.571,30.762,48.340,33.203,32.715,29.297,0
1539618008.575,36.621,46.875,33.203,34.180,-8.789,0
1539618008.579,32.715,45.410,36.133,22.949,40.039,0
1539618008.583,26.855,45.410,33.203,23.438,51.758,0
1539618008.587,26.855,43.457,31.250,9.766,7.324,0
1539618008.591,23.926,44.434,35.156,19.043,53.223,0
1539618008.594,26.855,41.016,38.086,31.738,68.359,0
1539618008.598,38.086,40.527,32.715,21.973,-39.062,0
1539618008.602,42.480,45.410,23.926,22.949,1.953,0
1539618008.606,34.668,48.340,29.785,26.367,98.145,0
1539618008.610,19.531,44.922,40.039,23.926,78.613,0
1539618008.614,18.555,35.645,37.598,23.438,33.691,0
1539618008.618,30.762,41.504,32.715,8.789,37.109,0
1539618008.622,21.484,40.039,31.738,10.254,75.684,0
1539618008.626,7.324,32.227,28.320,17.090,68.359,0
1539618008.630,9.277,40.039,24.902,13.184,49.805,0
1539618008.633,21.484,46.387,32.715,14.160,26.855,0
1539618008.637,19.043,44.434,35.645,7.324,42.480,0
1539618008.641,14.648,44.434,38.574,15.137,16.113,0
1539618008.645,28.809,49.805,39.551,29.297,32.715,0
1539618008.649,20.508,44.922,22.949,18.066,56.152,0
1539618008.653,14.160,38.086,17.578,12.207,15.625,0
1539618008.657,25.879,41.504,32.227,17.090,18.066,0
1539618008.661,29.297,44.434,41.016,17.090,39.062,0
1539618008.665,24.902,49.316,35.645,16.113,40.527,0
1539618008.669,20.996,46.875,34.668,23.926,-2.930,0
1539618008.673,23.438,43.457,36.133,35.645,34.180,0
1539618008.676,24.414,45.410,33.691,33.691,85.938,0
1539618008.680,20.996,45.410,35.156,41.504,38.574,0
1539618008.684,23.438,43.945,32.715,32.715,-6.348,0
1539618008.688,28.320,41.992,34.180,25.391,44.434,0
1539618008.692,28.809,42.969,36.621,27.832,94.727,0
1539618008.696,23.926,44.434,36.621,21.484,62.988,0
1539618008.700,27.832,46.387,45.410,28.320,40.527,0
1539618008.704,35.645,49.805,34.180,27.832,41.016,0
1539618008.708,31.738,46.875,25.879,21.484,24.902,0
1539618008.712,27.832,40.527,35.645,27.344,14.160,0
1539618008.716,35.156,42.480,30.762,20.508,32.715,0
1539618008.719,41.016,47.852,31.250,14.648,58.594,0
1539618008.723,38.574,43.945,35.156,15.625,56.641,0
1539618008.727,38.574,41.992,35.645,20.996,23.438,0
1539618008.731,34.180,44.922,35.645,24.414,6.836,0
1539618008.735,27.832,44.434,40.039,17.578,16.602,0
1539618008.739,25.879,43.945,37.109,25.879,5.371,0
1539618008.743,27.832,48.828,38.574,42.969,17.090,0
1539618008.747,27.344,46.875,40.527,38.574,42.969,0
1539618008.751,26.855,43.945,31.250,21.484,64.453,0
1539618008.755,29.297,43.945,30.762,25.391,52.246,0
1539618008.758,30.273,42.969,32.227,29.297,35.156,0
1539618008.762,30.762,43.945,34.668,33.691,41.504,0
1539618008.766,28.320,44.434,35.156,21.484,58.105,0
1539618008.770,24.902,45.410,34.180,26.367,78.613,0
1539618008.774,20.508,44.434,36.621,42.969,123.047,0
1539618008.778,16.602,46.875,38.574,27.832,14.648,0
1539618008.782,19.043,48.828,36.621,23.926,-20.996,0
1539618008.786,16.602,44.434,38.574,15.625,46.875,0
1539618008.790,23.438,42.969,41.504,17.578,13.184,0
1539618008.794,21.484,44.434,38.086,33.203,-8.789,0
1539618008.798,18.555,44.434,38.086,34.180,6.836,0
1539618008.801,27.344,48.340,32.715,28.809,-4.395,0
1539618008.805,41.504,53.223,25.391,16.602,-13.184,0
1539618008.809,35.645,46.875,27.344,19.531,-11.230,0
1539618008.813,29.297,36.621,26.367,31.250,18.066,0
1539618008.817,40.039,34.668,31.250,25.879,39.551,0
1539618008.821,43.457,46.875,42.969,37.598,56.152,0
1539618008.825,34.180,47.852,25.879,24.902,121.094,0
1539618008.829,37.598,38.086,10.254,9.766,75.195,0
1539618008.833,43.457,37.598,33.691,10.742,12.695,0
1539618008.837,23.926,34.668,45.410,21.484,-42.480,0
1539618008.841,18.066,41.016,41.992,28.809,-64.941,0
1539618008.844,32.227,48.340,40.527,28.320,26.855,0
1539618008.848,27.344,45.410,39.551,32.227,34.180,0
1539618008.852,14.648,44.434,36.621,27.832,20.508,0
1539618008.856,18.066,47.363,33.691,27.832,17.578,0
1539618008.860,24.902,43.945,36.133,28.320,23.926,0
1539618008.864,28.320,40.039,35.156,31.250,47.852,0
1539618008.868,26.855,41.016,37.109,23.438,13.184,0
1539618008.872,27.832,44.922,36.133,13.672,10.742,0
1539618008.876,22.949,43.457,33.203,20.020,21.484,0
1539618008.880,17.578,41.016,33.203,20.996,-6.836,0
1539618008.883,20.020,41.992,38.086,20.020,1.465,0
1539618008.887,24.414,38.086,38.086,20.020,50.781,0
1539618008.891,11.719,33.691,32.227,10.742,32.227,0
1539618008.895,19.043,44.434,35.645,20.020,28.809,0
1539618008.899,22.461,50.293,26.367,20.508,91.797,0
1539618008.903,20.020,52.246,29.785,20.020,63.965,0
1539618008.907,42.969,50.293,42.480,29.785,5.371,0
1539618008.911,35.156,37.598,36.133,32.715,12.695,0
1539618008.915,20.020,42.480,32.715,29.785,19.043,0
1539618008.919,41.504,45.410,33.203,18.066,31.250,0
1539618008.923,35.156,41.992,34.180,14.648,49.805,0
1539618008.926,23.926,43.945,33.203,17.578,47.363,0
1539618008.930,32.715,47.852,29.297,21.973,47.852,0
1539618008.934,25.879,42.480,29.785,18.066,50.781,0
1539618008.938,37.109,37.598,38.086,15.137,70.312,0
1539618008.942,35.156,42.969,39.551,23.926,14.160,0
1539618008.946,20.996,44.434,33.691,16.113,-38.574,0
1539618008.950,34.180,43.945,33.203,26.855,-14.160,0
1539618008.954,23.926,36.133,31.250,32.715,5.859,0
1539618008.958,19.531,25.879,26.855,12.695,22.949,0
1539618008.962,35.156,37.598,33.691,17.578,-26.367,0
1539618008.966,29.785,54.199,24.414,17.090,-22.461,1
1539618008.969,21.484,44.922,12.207,14.160,10.254,0
1539618008.973,23.926,34.668,31.250,26.367,30.273,0
1539618008.977,30.762,40.039,32.715,27.344,39.062,0
1539618008.981,33.203,43.457,25.391,18.066,-7.812,0
1539618008.985,27.832,35.645,34.180,22.461,36.621,0
1539618008.989,5.859,29.297,36.621,17.578,55.176,0
1539618008.993,11.230,39.062,36.133,8.789,12.695,0
1539618008.997,16.113,37.109,35.645,19.531,49.805,0
1539618009.001,11.719,29.785,33.691,7.812,28.809,0
1539618009.005,21.484,33.691,30.762,9.277,8.301,0
1539618009.008,27.832,38.574,31.250,21.973,30.273,0
1539618009.012,26.367,39.062,29.297,21.484,29.785,0
1539618009.016,27.344,31.738,26.367,23.438,35.156,0
1539618009.020,30.762,34.180,31.250,19.043,51.270,0
1539618009.024,27.344,44.922,33.203,20.996,18.555,0
1539618009.028,19.043,40.527,32.227,21.973,2.930,0
1539618009.032,21.973,35.156,33.203,11.719,13.672,0
1539618009.036,26.855,34.180,36.621,17.578,-10.254,0
1539618009.040,30.273,32.715,35.645,22.461,4.883,0
1539618009.044,26.367,33.203,33.203,26.367,41.992,0
1539618009.048,27.344,32.715,33.203,29.785,36.133,0
1539618009.051,28.320,35.156,33.691,23.926,30.762,0
1539618009.055,21.973,34.668,33.203,30.762,52.734,0
1539618009.059,23.438,30.762,36.621,31.250,83.496,0
1539618009.063,24.902,36.133,34.180,24.414,85.449,0
1539618009.067,22.461,42.480,29.297,26.855,36.133,0
1539618009.071,21.973,38.086,28.320,31.250,7.812,0
1539618009.075,14.648,28.320,25.391,20.996,65.430,0
1539618009.079,5.371,23.926,30.273,17.090,80.078,0
1539618009.083,5.371,28.809,35.645,16.113,35.645,0
1539618009.087,4.883,33.691,32.715,14.160,-5.859,0
1539618009.091,12.695,35.156,29.785,15.625,-6.348,0
1539618009.094,15.625,35.645,35.156,12.695,22.461,0
1539618009.098,17.090,40.039,40.039,20.996,20.508,0
1539618009.102,26.855,39.551,39.551,22.461,12.207,0
1539618009.106,28.809,31.738,39.551,33.203,37.109,0
1539618009.110,31.250,33.203,41.504,48.340,14.648,0
1539618009.114,41.016,43.457,35.645,44.922,20.996,0
1539618009.118,47.852,35.645,35.156,37.598,42.969,0
1539618009.122,43.457,22.949,31.738,34.668,58.105,0
1539618009.126,26.367,39.062,27.832,36.133,-0.488,0
1539618009.130,20.020,54.688,39.551,28.320,-28.809,0
1539618009.133,18.555,44.922,36.621,32.715,20.508,0
1539618009.137,12.207,42.480,28.809,34.180,30.762,0
1539618009.141,12.695,47.852,39.062,31.250,23.926,0
1539618009.145,10.254,43.457,45.410,28.320,53.223,0
1539618009.149,16.113,38.574,41.504,18.555,40.039,0
1539618009.153,21.484,35.645,37.109,17.578,40.527,0
1539618009.157,15.625,37.598,37.598,20.020,60.059,0
1539618009.161,9.766,48.828,37.598,9.277,67.383,0
1539618009.165,21.973,45.410,35.645,4.883,19.043,0
1539618009.169,37.598,40.039,37.598,28.320,15.625,0
1539618009.173,36.133,45.410,33.203,28.809,67.383,0
1539618009.176,20.508,40.527,26.855,17.090,46.875,0
1539618009.180,16.113,35.156,27.344,22.461,41.992,0
1539618009.184,17.090,40.039,38.574,23.438,41.992,0
1539618009.188,24.414,41.992,41.504,18.066,-21.484,0
1539618009.192,21.484,41.992,36.621,13.672,-15.625,0
1539618009.196,21.484,42.969,38.574,20.996,41.504,0
1539618009.200,33.691,42.969,40.039,33.691,31.250,0
1539618009.204,30.762,42.480,40.527,24.902,57.129,0
1539618009.208,38.574,41.992,45.410,16.602,81.543,0
1539618009.212,41.016,44.434,35.156,20.020,30.273,0
1539618009.216,31.250,47.852,29.297,21.484,49.805,0
1539618009.219,20.020,48.340,35.156,35.156,66.895,0
1539618009.223,26.367,38.574,33.203,25.879,62.500,0
1539618009.227,26.367,32.227,33.691,19.531,65.918,0
