timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1539631200.552,17.090,208.496,121.582,29.785,28.320,0
1539631200.556,27.344,152.344,59.082,35.156,2.930,0
1539631200.560,20.508,173.340,76.660,25.879,21.484,0
1539631200.564,14.160,212.402,115.234,24.414,26.367,0
1539631200.568,15.137,201.172,113.281,30.273,35.156,0
1539631200.572,15.625,114.746,30.762,28.809,26.855,0
1539631200.575,17.578,33.203,-52.246,17.578,16.113,0
1539631200.579,17.578,-15.137,-86.914,14.648,18.066,0
1539631200.583,14.648,-239.258,-283.691,18.555,65.430,0
1539631200.587,6.348,-71.777,-162.109,11.230,41.504,0
1539631200.591,8.301,256.348,147.949,11.719,13.672,0
1539631200.595,16.113,158.691,82.520,15.137,3.418,0
1539631200.599,18.555,122.559,45.898,12.207,13.672,0
1539631200.603,16.113,302.246,208.008,12.207,44.434,0
1539631200.607,15.625,333.984,245.117,13.184,45.898,0
1539631200.611,17.090,261.719,181.152,8.301,72.266,0
1539631200.614,16.113,171.875,99.609,6.836,84.961,0
1539631200.618,17.090,30.762,-36.133,12.695,52.734,0
1539631200.622,12.695,-80.078,-150.391,9.766,28.809,0
1539631200.626,17.578,-380.859,-416.504,6.836,34.180,0
1539631200.630,21.973,-501.465,-540.039,8.301,54.199,0
1539631200.634,17.578,-42.969,-140.625,8.301,40.039,0
1539631200.638,14.160,97.656,15.625,20.020,-18.555,0
1539631200.642,14.648,-49.316,-112.305,24.414,-37.598,0
1539631200.646,18.066,92.773,8.789,22.461,16.113,0
1539631200.650,13.184,294.922,210.449,20.020,56.152,0
1539631200.654,6.836,173.340,117.676,14.648,37.598,0
1539631200.657,10.254,42.969,-9.277,14.648,40.039,0
1539631200.661,14.160,191.406,123.047,10.254,89.355,0
1539631200.665,16.113,109.375,55.664,11.719,68.848,0
1539631200.669,20.996,-194.336,-216.309,17.578,52.246,0
1539631200.673,31.250,-508.301,-518.066,17.090,74.707,0
1539631200.677,36.133,-312.012,-382.324,13.184,47.363,0
1539631200.681,34.180,73.730,-14.648,5.859,20.996,0
1539631200.685,29.297,-44.922,-99.121,6.348,-1.465,2
1539631200.689,22.461,-111.328,-169.434,6.348,20.996,0
1539631200.693,18.555,45.410,-35.645,-1.953,10.254,0
1539631200.697,21.484,105.957,25.391,2.441,-3.418,0
1539631200.700,24.414,85.938,16.113,7.812,76.172,0
1539631200.704,24.902,8.789,-62.988,8.301,46.875,0
