timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1539626682.669,41.504,24.414,39.551,202.148,61.035,0
1539626682.673,38.086,21.973,45.410,155.762,87.891,0
1539626682.677,36.621,22.949,45.898,170.410,81.055,0
1539626682.681,45.410,21.484,48.828,198.730,13.672,0
1539626682.685,52.734,23.926,45.898,214.844,12.695,0
1539626682.689,52.734,23.438,51.758,209.961,21.973,0
1539626682.692,40.527,22.949,56.641,184.082,12.695,0
1539626682.696,38.574,24.414,52.246,191.406,6.836,0
1539626682.700,48.340,24.414,52.734,198.242,13.672,0
1539626682.704,50.781,21.973,53.223,165.527,45.898,0
1539626682.708,44.922,24.414,49.316,163.086,79.590,0
1539626682.712,21.973,26.855,47.363,200.684,52.734,0
1539626682.716,27.344,28.320,54.199,186.523,55.664,0
1539626682.720,50.781,35.156,51.758,174.805,44.434,0
1539626682.724,52.246,31.738,46.875,168.457,7.324,0
1539626682.728,60.059,27.832,47.363,143.555,12.695,0
1539626682.732,59.082,31.250,43.457,176.758,67.383,0
1539626682.735,34.668,27.344,49.805,192.871,104.980,0
1539626682.739,33.691,23.438,48.340,158.691,82.520,0
1539626682.743,47.363,28.809,35.645,176.270,69.336,0
1539626682.747,40.527,33.691,36.621,181.152,32.227,0
1539626682.751,50.781,33.691,35.156,162.109,-29.297,0
1539626682.755,47.363,31.250,32.227,175.781,-5.859,0
1539626682.759,33.203,31.250,37.109,176.758,7.324,0
1539626682.763,41.992,31.738,34.668,150.879,11.719,0
1539626682.767,43.457,32.227,27.832,174.316,72.754,0
1539626682.771,35.156,27.344,34.180,165.039,65.430,0
1539626682.775,23.438,22.949,30.762,122.559,23.926,0
1539626682.778,33.691,30.273,20.996,156.738,73.242,0
1539626682.782,49.316,39.062,23.926,169.922,37.598,0
1539626682.786,47.363,40.527,22.461,147.461,57.129,0
1539626682.790,43.945,33.691,24.902,144.043,36.133,0
1539626682.794,32.715,30.273,36.133,158.691,9.277,0
1539626682.798,38.574,34.668,42.480,172.852,67.871,0
1539626682.802,41.992,36.133,35.645,164.551,38.574,0
1539626682.806,45.410,37.109,27.832,131.348,-8.301,0
1539626682.810,46.875,39.062,28.320,154.297,-7.812,0
1539626682.814,36.621,41.992,27.344,166.992,10.742,0
1539626682.817,38.086,36.133,32.227,163.086,-12.695,0
1539626682.821,37.109,29.785,43.457,149.902,-0.977,0
1539626682.825,30.762,36.133,32.715,183.105,8.789,0
1539626682.829,38.574,41.992,22.461,202.148,-41.992,0
1539626682.833,33.203,41.016,30.273,174.805,-24.414,0
1539626682.837,15.625,33.691,38.574,182.617,12.695,0
1539626682.841,6.348,38.574,34.668,149.902,4.883,0
1539626682.845,-2.930,41.504,25.391,119.629,40.039,0
1539626682.849,8.301,37.109,25.879,175.781,14.648,1
1539626682.853,19.531,32.715,36.133,191.406,10.254,0
1539626682.857,26.367,33.203,47.852,156.250,-2.441,0
1539626682.860,34.668,39.062,38.086,171.875,-6.348,0
1539626682.864,34.668,43.945,18.555,207.031,22.461,0
1539626682.868,40.527,47.852,26.367,201.172,4.883,0
1539626682.872,39.551,44.922,29.785,154.297,-4.395,0
1539626682.876,20.508,39.062,38.574,158.203,37.598,0
1539626682.880,-24.414,36.133,45.410,175.293,51.758,0
1539626682.884,-66.406,32.715,34.668,135.254,30.273,0
1539626682.888,-59.570,44.922,19.531,94.238,47.852,0
1539626682.892,-67.383,50.293,9.766,120.117,50.781,0
1539626682.896,-81.543,55.664,19.531,152.832,25.391,0
1539626682.900,-82.520,60.547,23.438,120.117,17.578,0
1539626682.903,-83.008,59.570,14.648,82.031,18.555,0
1539626682.907,-71.777,56.641,12.695,91.309,21.484,0
1539626682.911,-79.590,53.223,25.391,64.941,19.531,0
1539626682.915,-93.262,61.035,20.020,47.363,48.828,0
1539626682.919,-105.957,70.801,12.207,44.434,54.199,0
1539626682.923,-123.535,68.359,26.367,28.809,30.273,0
1539626682.927,-119.629,59.570,31.250,16.113,57.129,0
1539626682.931,-100.586,66.406,20.020,27.832,39.551,0
1539626682.935,-101.074,69.336,26.855,21.973,-4.883,0
1539626682.939,-111.816,61.035,40.527,12.207,-24.414,0
