timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1539544978.826,25.879,112.305,-424.316,69.336,37.598,0
1539544978.830,25.391,338.867,-163.086,58.105,95.703,0
1539544978.834,20.020,373.535,-89.355,31.250,115.723,0
1539544978.838,18.555,184.570,-278.809,144.043,66.895,0
1539544978.842,38.086,86.426,-397.949,162.598,22.949,0
1539544978.846,38.574,150.879,-308.105,124.512,86.914,0
1539544978.850,4.883,142.578,-270.508,614.746,120.117,0
1539544978.854,20.996,-130.371,-520.996,822.754,28.320,0
1539544978.857,41.016,-293.457,-740.234,684.082,-43.945,0
1539544978.861,29.297,201.660,-267.578,903.320,31.738,0
1539544978.865,28.809,437.500,35.156,583.984,99.609,0
1539544978.869,7.324,302.246,-113.770,87.891,84.473,0
1539544978.873,29.785,278.809,-200.195,112.305,42.480,0
1539544978.877,47.852,433.105,-31.738,51.758,72.754,0
1539544978.881,26.855,473.145,77.148,-74.707,132.324,0
1539544978.885,41.016,333.008,-32.715,-34.180,104.004,0
1539544978.889,58.594,262.207,-120.117,110.840,34.668,0
1539544978.893,31.250,181.641,-177.734,463.867,20.020,0
1539544978.897,4.883,187.012,-119.629,574.219,87.402,0
1539544978.900,24.902,272.461,-14.648,516.602,104.004,0
1539544978.904,26.367,328.613,28.320,446.289,57.617,0
1539544978.908,0.977,315.430,17.578,579.590,57.129,0
1539544978.912,15.137,270.020,23.438,596.680,100.098,0
1539544978.916,45.410,103.027,-155.273,324.707,101.562,0
1539544978.920,34.668,236.328,-98.633,645.020,75.195,0
1539544978.924,26.855,431.152,86.426,549.316,82.031,0
1539544978.928,46.875,355.957,15.625,56.152,109.375,0
1539544978.932,34.668,383.789,30.762,-64.453,142.090,0
1539544978.936,9.766,416.504,56.641,84.961,118.164,0
1539544978.939,40.527,159.180,-234.863,269.531,43.457,0
1539544978.943,53.711,-44.922,-457.520,653.809,42.480,0
1539544978.947,35.156,73.242,-349.609,902.344,94.238,0
1539544978.951,10.254,395.508,-49.316,-994.629,109.863,0
1539544978.955,8.301,295.898,-172.852,916.992,22.461,0
1539544978.959,18.066,184.570,-319.336,911.133,10.254,0
1539544978.963,23.438,340.820,-146.484,-987.305,76.660,0
1539544978.967,37.109,402.832,-76.660,980.957,101.074,0
1539544978.971,53.711,288.574,-243.652,-993.652,34.668,0
1539544978.975,33.691,263.672,-312.988,955.566,2.441,0
1539544978.979,-0.488,482.910,-96.191,207.031,93.262,0
1539544978.982,17.578,591.309,43.945,165.039,136.719,0
1539544978.986,38.086,283.691,-215.820,764.160,54.688,0
1539544978.990,20.996,-115.723,-674.805,272.949,-30.273,0
1539544978.994,21.973,229.980,-433.594,-366.699,44.922,0
1539544978.998,12.695,637.695,-7.324,-137.695,124.023,0
1539544979.002,19.531,455.566,-127.441,319.336,96.191,0
