timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1539631683.833,42.969,-971.191,-578.613,13.672,50.293,0
1539631683.837,46.875,-970.703,-690.918,12.695,62.988,0
1539631683.841,60.547,-970.703,-648.926,0.488,114.258,0
1539631683.845,58.105,-971.191,-681.641,-12.207,53.223,0
1539631683.849,57.129,-971.191,-832.031,5.371,-6.348,0
1539631683.853,42.969,-971.191,-951.660,34.180,33.203,0
1539631683.857,55.664,-971.191,-974.609,39.062,-5.371,0
1539631683.861,57.617,-971.191,-966.309,21.973,-19.531,0
1539631683.864,49.805,-971.191,-971.191,24.902,-2.441,0
1539631683.868,57.129,-970.703,-973.633,25.391,1.953,0
1539631683.872,50.781,-971.191,-959.473,23.438,51.758,0
1539631683.876,51.758,-971.191,-952.148,28.809,49.805,0
1539631683.880,47.363,-970.703,-971.191,13.184,-12.207,0
1539631683.884,49.316,-971.191,-971.680,21.484,-49.805,0
1539631683.888,66.406,-971.191,-970.215,35.645,-5.859,0
1539631683.892,53.223,-970.703,-971.191,7.812,-3.906,0
1539631683.896,34.668,-971.191,-971.191,-7.812,-16.602,0
1539631683.900,17.090,-971.191,-971.191,-20.508,12.695,0
1539631683.904,5.859,-971.191,-971.191,-29.785,42.969,0
1539631683.907,28.809,-970.703,-970.703,0.977,17.578,0
1539631683.911,28.320,-970.703,-970.703,9.277,2.930,0
1539631683.915,22.949,-971.191,-970.703,-13.672,53.711,0
1539631683.919,34.668,-970.703,-971.191,-5.371,27.832,0
1539631683.923,45.410,-970.703,-971.191,-7.812,-25.391,0
1539631683.927,66.406,-971.191,-971.191,-9.766,22.461,0
1539631683.931,89.355,-971.191,-971.191,-15.625,77.148,0
1539631683.935,111.816,-971.191,-971.191,-0.977,25.879,0
1539631683.939,109.863,-971.191,-970.703,47.363,-4.883,0
1539631683.943,84.961,-971.191,-971.191,50.293,25.879,0
1539631683.947,99.121,-971.191,-971.191,43.457,33.203,0
1539631683.950,133.301,-970.703,-970.703,47.363,12.695,0
1539631683.954,110.840,-970.703,-971.191,37.109,49.316,0
1539631683.958,101.562,-971.191,-970.215,23.438,99.609,0
1539631683.962,121.582,-970.703,-973.145,6.836,35.645,0
1539631683.966,109.863,-970.703,-964.844,11.230,42.480,0
1539631683.970,77.148,-971.191,-955.078,29.785,96.191,0
1539631683.974,94.727,-970.703,-969.727,35.645,95.703,0
1539631683.978,133.301,-970.703,-972.168,20.996,46.387,0
1539631683.982,121.582,-970.703,-970.215,12.207,8.301,0
1539631683.986,126.465,-970.703,-971.191,26.855,25.879,0
1539631683.989,136.719,-971.191,-971.191,38.086,13.184,0
1539631683.993,111.328,-971.191,-971.191,39.551,31.250,0
1539631683.997,123.047,-970.703,-967.773,42.480,76.660,0
1539631684.001,125.977,-971.191,-975.098,27.344,43.945,0
1539631684.005,98.145,-970.703,-945.801,27.832,22.461,0
1539631684.009,94.727,-970.703,-857.422,39.062,81.543,0
1539631684.013,94.238,-971.191,-853.516,45.410,58.105,1
1539631684.017,88.379,-971.191,-954.102,49.316,8.301,0
1539631684.021,74.707,-971.191,-938.477,27.832,28.320,0
1539631684.025,88.867,-971.191,-869.141,20.508,19.043,0
1539631684.029,113.281,-971.191,-886.230,32.227,30.273,0
1539631684.032,113.770,-971.191,-955.566,33.691,48.340,0
1539631684.036,71.777,-971.191,-958.008,21.973,23.438,0
1539631684.040,106.445,-970.703,-956.543,30.762,47.852,0
1539631684.044,109.863,-970.703,-972.656,36.621,41.992,0
1539631684.048,87.891,-970.703,-976.074,7.812,13.184,0
1539631684.052,100.098,-971.191,-953.125,-18.066,71.777,0
1539631684.056,84.473,-971.191,-933.105,-18.066,80.078,0
1539631684.060,90.332,-971.191,-969.727,10.742,-45.898,0
1539631684.064,95.703,-971.191,-974.609,9.766,-14.648,0
1539631684.068,101.562,-970.703,-951.660,-14.160,88.379,0
1539631684.072,87.891,-971.191,-912.109,-16.113,100.098,0
1539631684.075,115.234,-971.191,-939.453,3.906,56.641,0
1539631684.079,147.949,-971.191,-974.609,25.391,24.414,0
1539631684.083,125.488,-971.191,-962.402,47.363,60.547,0
1539631684.087,121.582,-971.191,-967.773,43.945,55.176,0
1539631684.091,108.887,-971.191,-972.168,21.484,16.113,0
1539631684.095,131.348,-971.191,-969.238,19.531,-13.672,0
1539631684.099,115.723,-971.191,-958.496,21.973,28.320,0
1539631684.103,93.750,-970.703,-906.738,10.254,50.781,0
1539631684.107,108.887,-971.191,-942.871,10.254,23.926,0
1539631684.111,69.824,-971.191,-944.824,23.438,25.879,0
1539631684.114,57.617,-971.191,-817.383,13.184,40.039,0
1539631684.118,101.074,-971.191,-825.684,14.648,8.301,0
1539631684.122,117.188,-971.191,-887.207,30.273,22.461,0
1539631684.126,94.727,-971.191,-777.344,26.367,86.426,0
1539631684.130,71.777,-971.191,-798.340,6.348,2.930,0
1539631684.134,75.684,-971.191,-937.500,11.230,-18.066,0
1539631684.138,74.707,-971.191,-976.562,20.996,74.219,0
1539631684.142,44.434,-971.191,-886.719,1.953,66.406,0
1539631684.146,49.805,-971.191,-679.199,1.465,103.516,0
1539631684.150,63.965,-971.191,-750.488,-11.230,131.836,0
1539631684.154,41.504,-971.191,-846.680,-31.738,56.641,0
1539631684.157,-14.160,-971.191,-720.703,-46.875,7.324,0
1539631684.161,-27.832,-971.191,-654.785,-75.684,31.250,0
1539631684.165,21.484,-971.191,-728.516,-95.215,28.809,0
1539631684.169,2.930,-971.191,-791.016,-101.074,-19.043,0
1539631684.173,-29.297,-971.191,-680.176,-105.957,17.090,0
1539631684.177,-64.941,-971.191,-615.234,-130.859,59.082,0
1539631684.181,-61.523,-970.703,-843.262,-132.812,3.418,0
1539631684.185,-67.383,-970.703,-894.043,-163.574,26.855,0
1539631684.189,-88.379,-971.191,-659.668,-173.828,20.020,0
1539631684.193,-24.902,-971.191,-580.566,-142.090,-21.973,0
1539631684.197,-30.273,-971.191,-653.809,-133.301,34.668,0
1539631684.200,-62.988,-971.191,-625.000,-140.625,26.367,0
1539631684.204,-58.594,-971.191,-502.441,-150.879,34.668,0
1539631684.208,-47.363,-971.191,-520.020,-129.883,84.961,0
1539631684.212,-41.504,-971.191,-541.504,-102.051,41.016,0
1539631684.216,-42.480,-971.191,-425.781,-108.887,79.590,0
1539631684.220,-54.688,-971.191,-338.867,-97.656,90.332,0
1539631684.224,-33.203,-971.191,-445.801,-65.918,24.414,0
1539631684.228,7.324,-971.191,-575.684,-73.730,45.410,0
1539631684.232,14.648,-971.191,-588.379,-65.918,67.383,0
1539631684.236,-0.488,-971.191,-425.781,-31.738,45.410,0
1539631684.239,-26.367,-971.191,-395.508,-48.340,55.176,0
1539631684.243,-1.953,-971.191,-676.758,-49.316,67.383,0
1539631684.247,76.660,-971.191,-549.805,12.695,49.805,0
1539631684.251,83.496,-970.703,-260.742,16.113,57.129,0
1539631684.255,67.383,-971.191,-380.859,3.418,58.105,0
1539631684.259,90.332,-971.191,-445.312,20.996,46.387,0
1539631684.263,72.754,-971.191,-431.641,47.852,28.809,0
1539631684.267,62.500,-971.191,-468.262,67.871,29.785,0
1539631684.271,67.871,-971.191,-435.547,48.340,48.340,0
1539631684.275,59.082,-971.191,-531.250,31.250,35.156,0
1539631684.279,76.172,-971.191,-593.262,36.133,19.043,0
1539631684.282,131.836,-971.191,-437.012,77.637,49.805,0
1539631684.286,132.324,-971.191,-544.922,90.820,71.777,0
1539631684.290,101.074,-971.191,-766.602,83.496,14.648,0
1539631684.294,131.348,-970.703,-440.918,95.215,61.523,0
1539631684.298,132.812,-971.191,-303.223,85.449,134.277,0
1539631684.302,130.859,-971.191,-501.953,71.289,64.941,0
1539631684.306,140.137,-971.191,-540.039,75.684,13.672,0
1539631684.310,149.414,-971.191,-525.879,80.566,22.461,0
1539631684.314,172.363,-971.191,-589.844,83.008,40.039,0
1539631684.318,175.293,-971.191,-664.062,78.613,-9.766,0
1539631684.322,169.434,-971.191,-732.910,74.707,-11.230,0
1539631684.325,176.758,-971.191,-708.496,71.289,68.359,0
1539631684.329,179.199,-971.191,-736.328,75.684,84.473,0
