timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1539618252.887,15.137,35.645,33.203,14.648,25.879,1
1539618252.891,20.508,35.645,26.367,21.973,49.316,0
1539618252.895,34.668,30.273,33.691,28.809,72.266,0
1539618252.899,32.715,32.227,42.480,28.809,65.918,0
1539618252.903,27.344,42.969,42.480,29.785,21.484,0
1539618252.907,19.531,41.016,39.551,24.414,-6.348,0
1539618252.911,17.090,27.344,33.203,11.719,51.758,0
1539618252.915,26.367,29.785,29.297,19.531,40.039,0
1539618252.919,33.203,41.504,34.668,30.762,47.363,0
1539618252.923,25.879,36.621,38.086,21.973,96.191,0
1539618252.926,19.043,38.574,32.715,18.066,76.660,0
1539618252.930,23.438,40.039,34.180,25.879,67.871,0
1539618252.934,30.762,31.250,35.645,29.785,68.359,0
1539618252.938,32.227,32.227,32.715,30.762,70.312,0
1539618252.942,36.133,37.598,35.645,31.250,95.703,0
1539618252.946,37.598,39.062,37.109,33.691,83.984,0
1539618252.950,27.344,36.133,25.879,32.227,63.477,0
1539618252.954,23.438,33.691,25.879,26.855,31.250,0
1539618252.958,22.461,41.992,28.809,23.926,-14.648,0
1539618252.962,27.832,42.480,26.367,26.855,-20.020,0
1539618252.966,25.391,31.738,39.062,21.973,-7.812,0
1539618252.969,19.531,37.598,46.387,11.719,47.852,0
1539618252.973,24.414,51.270,41.016,16.113,59.570,0
1539618252.977,30.273,45.898,38.574,26.367,3.906,0
1539618252.981,36.133,35.645,38.574,23.438,8.301,0
1539618252.985,33.203,37.598,41.016,26.367,28.320,0
1539618252.989,20.508,43.945,39.551,27.344,44.434,0
1539618252.993,17.578,40.039,33.691,21.973,34.180,0
1539618252.997,24.414,35.645,34.668,21.484,-44.922,0
1539618253.001,31.250,42.480,31.250,26.367,1.465,0
1539618253.005,29.297,41.016,31.250,28.809,95.703,0
1539618253.008,29.785,40.527,37.109,29.785,77.148,0
1539618253.012,35.156,40.039,35.156,32.227,101.562,0
